iter	Passed	Remaining
855	143510	24141
856	143679	23974
857	143835	23805
858	143994	23635
859	144160	23467
860	144318	23298
861	144477	23129
862	144636	22960
863	144800	22792
864	144962	22624
865	145121	22455
866	145284	22287
867	145443	22118
868	145603	21949
869	145769	21781
870	145931	21613
871	146088	21444
872	146252	21276
873	146409	21107
874	146576	20939
875	146743	20771
876	146913	20604
877	147069	20435
878	147228	20267
879	147393	20099
880	147559	19931
881	147722	19763
882	147881	19594
883	148041	19426
884	148198	19257
885	148363	19089
886	148525	18921
887	148680	18752
888	148845	18584
889	149009	18416
890	149167	18248
891	149328	18080
892	149482	17911
893	149654	17744
894	149820	17576
895	149976	17408
896	150139	17240
897	150296	17071
898	150448	16902
899	150608	16734
900	150768	16566
901	150930	16398
902	151100	16231
903	151263	16063
904	151424	15895
905	151586	15727
906	151746	15559
907	151903	15391
908	152061	15222
909	152215	15054
910	152372	14885
911	152538	14718
912	152695	14550
913	152853	14382
914	153019	14214
915	153179	14046
916	153335	13878
917	153492	13710
918	153646	13542
919	153814	13375
920	153974	13207
921	154132	13039
922	154288	12871
923	154446	12703
924	154610	12535
925	154767	12368
926	154931	12200
927	155083	12032
928	155240	11864
929	155400	11696
930	155554	11528
931	155709	11360
932	155867	11193
933	156026	11025
934	156184	10857
935	156342	10690
936	156498	10522
937	156665	10355
938	156822	10187
939	156984	10020
940	157141	9852
941	157304	9685
942	157466	9518
943	157627	9350
944	157790	9183
945	157951	9016
946	158113	8849
947	158272	8681
948	158432	8514
949	158591	8346
950	158746	8179
951	158905	8012
952	159063	7844
953	159216	7677
954	159376	7509
955	159531	7342
956	159687	7175
957	159851	7008
958	160009	6840
959	160169	6673
960	160326	6506
961	160486	6339
962	160649	6172
963	160808	6005
964	160962	5838
965	161115	5670
966	161274	5503
967	161438	5336
968	161592	5169
969	161743	5002
970	161904	4835
971	162059	4668
972	162215	4501
973	162372	4334
974	162535	4167
975	162699	4000
976	162856	3833
977	163015	3667
978	163172	3500
979	163331	3333
980	163492	3166
981	163647	2999
982	163805	2832
983	163965	2666
984	164126	2499
985	164285	2332
986	164441	2165
987	164604	1999
988	164763	1832
989	164922	1665
990	165080	1499
991	165236	1332
992	165395	1165
993	165551	999
994	165708	832
995	165865	666
996	166024	499
997	166185	333
998	166341	166
999	166498	0
