iter	Logloss
231	0.07389488577
232	0.07366755999
233	0.07354801957
234	0.07334203386
235	0.07301846073
236	0.07283651965
237	0.07271602126
238	0.07248053946
239	0.07205434132
240	0.07190583937
241	0.07162845015
242	0.07126172582
243	0.07117134806
244	0.07089270976
245	0.07063740688
246	0.07037688542
247	0.07014699268
248	0.07000740361
249	0.0698850422
250	0.06958022103
251	0.06896741896
252	0.06876012066
253	0.06873089979
254	0.06836882243
255	0.06823203847
256	0.06796045002
257	0.06756688653
258	0.067460726
259	0.06739022754
260	0.06723314087
261	0.06706414568
262	0.06680824473
263	0.0666910331
264	0.06665893301
265	0.06658916493
266	0.06652043422
267	0.06638696878
268	0.06627694989
269	0.06615658911
270	0.065869726
271	0.06575827809
272	0.06548861617
273	0.06525451575
274	0.06518432427
275	0.06504385661
276	0.06486262475
277	0.06457035781
278	0.06439585823
279	0.0641997169
280	0.06390901659
281	0.06374853732
282	0.06367255564
283	0.06325865238
284	0.06309165783
285	0.06298044279
286	0.06285729278
287	0.06268601644
288	0.0624567059
289	0.06239866111
290	0.06222645855
291	0.06216259711
292	0.06199923862
293	0.06190249377
294	0.06183572664
295	0.06173016419
296	0.06153957487
297	0.06145466445
298	0.06134070252
299	0.06124395238
300	0.06118260495
301	0.0610385859
302	0.06092498388
303	0.06076172595
304	0.06057509556
305	0.06056043484
306	0.06031557441
307	0.06022122714
308	0.06015573026
309	0.06001445811
310	0.05995634451
311	0.05973197733
312	0.05969732088
313	0.05963505253
314	0.05947604991
315	0.05935227007
316	0.05925824565
317	0.05900236587
318	0.05875470561
319	0.05864699434
320	0.05833825658
321	0.058194264
322	0.05810571751
323	0.05799440191
324	0.05790380186
325	0.05780133563
326	0.05753393898
327	0.05747959906
328	0.05734381542
329	0.05725867741
330	0.05715629056
331	0.05700504701
332	0.05692724995
333	0.05686141433
334	0.05656667042
335	0.05623816981
336	0.05614640537
337	0.05609771803
338	0.05585419135
339	0.05567067305
340	0.05553553512
341	0.05547704045
342	0.0554263366
343	0.05536425879
344	0.05525601295
345	0.05521323753
346	0.05497081702
347	0.05492613624
348	0.05481419082
349	0.05463525069
350	0.05433280593
351	0.05426955843
352	0.05423187986
353	0.05393875022
354	0.05365820126
355	0.05347167143
356	0.05324375815
357	0.05313938656
358	0.05308816932
359	0.05299012776
360	0.05288973625
361	0.05279421401
362	0.05263556071
363	0.05254645849
364	0.05250270392
365	0.05232791854
366	0.05201333238
367	0.05194181772
368	0.05178713393
369	0.05170174717
370	0.0516654394
371	0.05134631212
372	0.05122451174
373	0.05117164318
374	0.0511437296
375	0.0511343351
376	0.05110188569
377	0.05097252736
378	0.05086130704
379	0.05071959031
380	0.05064265595
381	0.05047553437
382	0.05015613187
383	0.05009496969
384	0.04999115382
385	0.04976343637
386	0.04970076049
387	0.04956237285
388	0.0494755253
389	0.04941977224
390	0.0493066095
391	0.04921412526
392	0.04912770642
393	0.04895296338
394	0.04889631056
395	0.04882690768
396	0.04880238671
397	0.04876477694
398	0.04866117808
399	0.04857229285
400	0.04852841126
401	0.04850738875
402	0.04842434664
403	0.04838569951
404	0.04832548472
405	0.04822077968
406	0.04819316249
407	0.0481497837
408	0.04812744331
409	0.048098106
410	0.04808133351
411	0.04802758107
412	0.04798605473
413	0.04794836557
414	0.04780136675
415	0.0477231939
416	0.0475887546
417	0.04754265538
418	0.04751158207
419	0.04746104759
420	0.04743735227
421	0.04732144263
422	0.04723248861
423	0.04713503454
424	0.04699849934
425	0.04696456798
426	0.04679736171
427	0.04678262161
428	0.04664384761
429	0.0465852312
430	0.04643658636
431	0.04638109793
432	0.04636956518
433	0.04633369141
434	0.04630069686
435	0.04628369678
436	0.04626835331
437	0.04619907746
438	0.04609662181
439	0.04603680397
440	0.04592927264
441	0.04588659778
442	0.04574895112
443	0.04571950266
444	0.04568436987
445	0.04547454696
446	0.04545712876
447	0.04537829433
448	0.04535346109
449	0.04524943881
450	0.04522370581
451	0.04521506816
452	0.04513563566
453	0.0450137453
454	0.04498997588
455	0.04494499871
456	0.04492354749
457	0.04485366827
458	0.0447494872
459	0.04468035425
460	0.04449801622
461	0.04447912136
462	0.04447207151
463	0.04441900713
464	0.0443299446
465	0.04430288314
466	0.04426922701
467	0.0441638842
468	0.04409928707
469	0.04407070926
470	0.04401767134
471	0.04394159969
472	0.04393146156
473	0.04385033276
474	0.04376924365
475	0.04366760571
476	0.0435053878
477	0.0433184372
478	0.04320418417
479	0.04307547155
480	0.0430451498
481	0.04300414743
482	0.04295952751
483	0.04288504366
484	0.04285252545
485	0.04283399314
486	0.04278540371
487	0.04275586793
488	0.04264376637
489	0.04259820965
490	0.04254892424
491	0.04251332569
492	0.04246000461
493	0.04236320948
494	0.04227472385
495	0.04213117586
496	0.04210892544
497	0.04202020429
498	0.0419812396
499	0.0418893005
500	0.04182784722
501	0.04173610924
502	0.04166961998
503	0.04161455761
504	0.04155077291
505	0.04152458739
506	0.04147718352
507	0.04146861997
508	0.04144750748
509	0.04139440869
510	0.04131788716
511	0.04127141216
512	0.04123959258
513	0.04120719346
514	0.04107366185
515	0.04093982327
516	0.04091845673
517	0.04084151973
518	0.04073414983
519	0.0407024758
520	0.04063803216
521	0.04052585651
522	0.04051593009
523	0.04050965298
524	0.04044745872
525	0.04038608748
526	0.04035057362
527	0.04024591621
528	0.04009068992
529	0.0399888641
530	0.03995337934
531	0.03986741832
532	0.03979239991
533	0.03976321609
534	0.03970059313
535	0.03963700426
536	0.03946812815
537	0.03943315414
538	0.03941923175
539	0.03937391585
540	0.03936821034
541	0.03931270603
542	0.03920862553
543	0.03906269583
544	0.03898991358
545	0.03887543561
546	0.03885983809
547	0.03883195097
548	0.03865456159
549	0.03851201391
550	0.03850759982
551	0.03849984869
552	0.03834342096
553	0.03830371265
554	0.03829371478
555	0.03821776222
556	0.03817503179
557	0.03805379242
558	0.03804496953
559	0.03801044804
560	0.03795518455
561	0.03791238002
562	0.03787224565
563	0.03786279822
564	0.03772998113
565	0.03768231792
566	0.03766779217
567	0.03765118904
568	0.0376179325
569	0.0376043065
570	0.03758210636
571	0.03756637123
572	0.03745520384
573	0.03731489496
574	0.03722966962
575	0.03721228053
576	0.03715662273
577	0.03708334826
578	0.03702194262
579	0.03699771009
580	0.03696528715
581	0.03691797855
582	0.03686458073
583	0.03685692223
584	0.03682947969
585	0.03681587751
586	0.03681298506
587	0.03673874997
588	0.03663119747
589	0.03658905453
590	0.03646598919
591	0.03634074592
592	0.03632387022
593	0.03629674789
594	0.03624246354
595	0.03622488656
596	0.03617876882
597	0.0361645765
598	0.03613108973
599	0.03609513658
600	0.03607125072
601	0.03600164937
602	0.03599235543
603	0.03596837695
604	0.03593296894
605	0.03590484365
606	0.03589587786
607	0.03587988338
608	0.03578745207
609	0.03577787497
610	0.03568602584
611	0.03559788688
612	0.03554893226
613	0.03553209096
614	0.03542405948
615	0.03538400185
616	0.03525455884
617	0.03518995906
618	0.03517782295
619	0.03502475872
620	0.03493182195
621	0.03490559409
622	0.03488882689
623	0.0347880596
624	0.03474170898
625	0.03468004399
626	0.03464320431
627	0.03461905383
628	0.03455937624
629	0.03437377792
630	0.03436386474
631	0.0343251144
632	0.03426839277
633	0.03425576974
634	0.03423269631
635	0.03422621543
636	0.03420490182
637	0.0341773005
638	0.03413460712
639	0.03408873019
640	0.03405413196
641	0.03404347251
642	0.03394699494
643	0.03389492293
644	0.03381619171
645	0.03379435677
646	0.03377376031
647	0.033766901
648	0.03371080921
649	0.03368711124
650	0.03356297679
651	0.03346483731
652	0.03337084201
653	0.03334654862
654	0.03329984339
655	0.03327282162
656	0.03321049241
657	0.03319709135
658	0.03317053005
659	0.03312797427
660	0.03310795737
661	0.03306746838
662	0.03305963258
663	0.03304569696
664	0.03302379056
665	0.03295287663
666	0.03292319529
667	0.03284177803
668	0.03276366076
669	0.03275624837
670	0.0326323362
671	0.03252799107
672	0.03246880305
673	0.03244321296
674	0.03236269281
675	0.03232552234
676	0.03226576272
677	0.03217737236
678	0.03210099902
679	0.03209206233
680	0.03206396086
681	0.03195420926
682	0.03191108717
683	0.03189519855
684	0.03175846488
685	0.03174278267
686	0.03169143841
687	0.03165987553
688	0.03158348102
689	0.03157572725
690	0.03156594109
691	0.03154939353
692	0.03152688907
693	0.03150520497
694	0.03144907083
695	0.03141532737
696	0.03138611708
697	0.03136533273
698	0.03135704175
699	0.03133583929
700	0.03132971301
701	0.03125960886
702	0.03119155561
703	0.0311408597
704	0.03111624875
705	0.03108881151
706	0.03107994098
707	0.03106730207
708	0.0310578467
709	0.03103261121
710	0.03096781032
711	0.03093856298
712	0.03093090448
713	0.03090402297
714	0.03088928815
715	0.03086789251
716	0.03085469786
717	0.0307606364
718	0.03073922487
719	0.03072013948
720	0.03059810357
721	0.03054300679
722	0.03049630421
723	0.03048328158
724	0.03047027747
725	0.03046062362
726	0.03034286684
727	0.03031349248
728	0.03027586419
729	0.03025872121
730	0.0302289102
731	0.03019632848
732	0.03019326138
733	0.03018221291
734	0.03016728227
735	0.03014840064
736	0.03008529605
737	0.03008119422
738	0.03005354263
739	0.02998105147
740	0.02995292619
741	0.02994980086
742	0.02984320898
743	0.02981832811
744	0.02981087072
745	0.02975516265
746	0.0297435611
747	0.02973569353
748	0.02965059787
749	0.02963598478
750	0.02960584034
751	0.02959342107
752	0.02957084251
753	0.02956334808
754	0.02954731391
755	0.02951701069
756	0.02951145602
757	0.02946909608
758	0.0294449403
759	0.02939739618
760	0.02938562526
761	0.029377935
762	0.02937521457
763	0.0293541894
764	0.02931397564
765	0.02928325694
766	0.02919069331
767	0.0290925406
768	0.02907886962
769	0.02906839276
770	0.02905285081
771	0.02904314404
772	0.0290367452
773	0.02901653511
774	0.02896183529
775	0.02895285097
776	0.02894454146
777	0.02892061062
778	0.02890182162
779	0.02889269175
780	0.0288270996
781	0.02880268183
782	0.02879330585
783	0.02878022765
784	0.02877470738
785	0.02870315568
786	0.02869003248
787	0.02859639443
788	0.02854830252
789	0.02853692326
790	0.0285061781
791	0.02848276859
792	0.02842364938
793	0.02840809949
794	0.02840364306
795	0.02833900359
796	0.02833398613
797	0.02831881467
798	0.02830167963
799	0.02828042688
800	0.02819941187
801	0.0281323854
802	0.02812845824
803	0.02812204086
804	0.02804866318
805	0.02802960955
806	0.02801556543
807	0.02796816685
808	0.02795792817
809	0.02786037089
810	0.02785256684
811	0.02785196083
812	0.02780503066
813	0.02778142531
814	0.02777604002
815	0.02777092729
816	0.027744104
817	0.02769358275
818	0.02762055174
819	0.02760145046
820	0.02757573864
821	0.02755695493
822	0.02754204016
823	0.02753370155
824	0.02752459285
825	0.02752118966
826	0.02751060695
827	0.02749120135
828	0.02746493114
829	0.02742338892
830	0.02734083638
831	0.02729673515
832	0.02724145578
833	0.02717761021
834	0.02716308975
835	0.02715046142
836	0.02710868632
837	0.02710024185
838	0.02706529959
839	0.02705904894
840	0.02704048752
841	0.02699336681
842	0.0269884658
843	0.02696588194
844	0.02694059353
845	0.0269354464
846	0.02691036705
847	0.02683963571
848	0.02683002685
849	0.02682307756
850	0.02677280507
851	0.02675843809
852	0.0267473367
853	0.02671780092
854	0.02669675988
855	0.02666284969
856	0.02659361618
857	0.02658669865
858	0.02655650393
859	0.02647655274
860	0.02647388523
861	0.02647007715
862	0.02645174861
863	0.02644515129
864	0.02641865614
865	0.02639742721
866	0.02638701652
867	0.02636183396
868	0.0263555145
869	0.02632718544
870	0.0263055675
871	0.02629759673
872	0.02628107299
873	0.02626427139
874	0.02621721684
875	0.02618004901
876	0.02612941397
877	0.02611127067
878	0.0261084973
879	0.0260680639
880	0.02600641214
881	0.02598121106
882	0.0259764503
883	0.02594951586
884	0.02594162977
885	0.02591104868
886	0.02589936774
887	0.02589073538
888	0.02588304512
889	0.02586256246
890	0.02584483199
891	0.02581793461
892	0.02581581224
893	0.0257295813
894	0.02569561024
895	0.02568148938
896	0.02560633865
897	0.02559892626
898	0.02559549396
899	0.02557063161
900	0.02553543001
901	0.02544558681
902	0.02541849889
903	0.02538309617
904	0.02536626016
905	0.02536006243
906	0.02535536518
907	0.02534905631
908	0.0253224315
909	0.02531850168
910	0.02531686095
911	0.02527551456
912	0.02526451373
913	0.02524256499
914	0.02522627678
915	0.0252111212
916	0.02519702415
917	0.02518497802
918	0.02517908727
919	0.02515538137
920	0.02513957214
921	0.02512193429
922	0.02512115627
923	0.02510684487
924	0.0250853566
925	0.02504956487
926	0.02504212071
927	0.02503775161
928	0.02502152691
929	0.02501324387
930	0.02500394199
931	0.02500069757
932	0.02498348314
933	0.02493152228
934	0.02492779624
935	0.02491999483
936	0.02489194099
937	0.02483462394
938	0.02480281495
939	0.02473009356
940	0.02471446429
941	0.02468868101
942	0.02467151156
943	0.02466559964
944	0.0246546782
945	0.02463477773
946	0.02462333232
947	0.02457041348
948	0.02450745973
949	0.02447498122
950	0.0244660313
951	0.02442966002
952	0.02438608276
953	0.02437655065
954	0.02427124754
955	0.02425380552
956	0.02422609835
957	0.02413309543
958	0.02410851888
959	0.02410235026
960	0.0240854481
961	0.02406688403
962	0.02405030736
963	0.02403937269
964	0.0240376658
965	0.02403153424
966	0.02401103834
967	0.02392735053
968	0.02391843501
969	0.02391684456
970	0.0239054706
971	0.0239008845
972	0.02388567334
973	0.02388122749
974	0.02386783702
975	0.02384937616
976	0.02380882631
977	0.02379938417
978	0.0237864965
979	0.02377953928
980	0.02373781181
981	0.02372150243
982	0.02369223921
983	0.0236871847
984	0.02365832903
985	0.02361090399
986	0.02360636817
987	0.02359877582
988	0.02358458615
989	0.02358114062
990	0.02356339692
991	0.02353888918
992	0.02348795774
993	0.02347534529
994	0.02346927988
995	0.02342173311
996	0.02341242065
997	0.02336770811
998	0.02336577628
999	0.02335913662
